,INDEX,ID,Nickname,commentCount,playCount,shareCount,url,neg,neu,pos,containsMisinformation,Desc,Unigram_Score,Bigram_Score
222,384,6.99e+18,cscolvin,8575,713100,6764,https://www.tiktok.com/@cscolvin/video/6993444154684624133,0.366,0.634,0.0,0,try nursing antivax nurses covid covidvaccine erdoc er icu nurse tiktokdoc ems medic vaccinessavelives antivaxx,0.13333333333333333,0.0
223,386,7.03e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,3756,378200,613,https://www.tiktok.com/@nurse_nya/video/7031398718230531375,0.0,1.0,0.0,0,hello friends canada research vaccinated blacknurse vaccineswork getvaccinated antivaxx provaxx teachersoftiktok,0.36363636363636365,0.0
224,387,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1864,310900,304,https://www.tiktok.com/@nurse_nya/video/6997291244338597126,0.0,1.0,0.0,0,blacknurse provaxx nursesoftikok covidvaccine antivaxx covidisreal covidisnojoke covidisrealstaysafe deltavariant blacknurses,0.0,0.0
225,388,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1644,366800,695,https://www.tiktok.com/@nurse_nya/video/7018690527977655557,0.387,0.613,0.0,0,real bailie patientcare misinformationkills antivaxx provaxx vaccinemandate religiousexemption accountability unprofessional publicinformation tiktoknurses blacknurse blacknurses,0.0,0.0
226,389,6.99e+18,Jackie Hollywood,1810,443100,304,https://www.tiktok.com/@itsjackiehollywood/video/6993429504291081478,0.0,1.0,0.0,0,bit dramatic right sound jenniferaniston vaccine antivaxx hollywoodreport,0.125,0.0
227,390,6.99e+18,Sarah Enrizzle,3269,337700,1203,https://www.tiktok.com/@mommabearhugs/video/6987895851326655749,0.407,0.593,0.0,0,democratsoftiktok liberalhypehouse vetsagainsttrump antivaxx veteransagainsttrump antivaccine liberalaf teamscience,0.125,0.0
228,391,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1132,277200,191,https://www.tiktok.com/@nurse_nya/video/7017915891186732294,0.0,1.0,0.0,0,aftermath covidcheck antivaxx blacknurses misinformationkills unprofessional phlebotomist vaccineswork accountability vaccinemandate provaxx,0.0,0.0
229,392,7e+18,🇺🇸Andre🇺🇸,951,175600,249,https://www.tiktok.com/@americanandre/video/7003114219797351685,0.0,1.0,0.0,1,oh fyp foryou foryoupage xzybca liberal selfish democrat vaccine stopthespread republican antivaxx,0.16666666666666666,0.0
230,393,7.02e+18,bobs bugs be gone,353,418500,107,https://www.tiktok.com/@bobsbugsbeegone/video/7024936587951623430,0.0,1.0,0.0,0,goodluckcharlie disneychannel disneyplus fyp vaccine antivaxx amyduncan disney,0.125,0.0
231,394,7.03e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,3595,226400,4707,https://www.tiktok.com/@nurse_nya/video/7031656208306310446,0.0,1.0,0.0,1,satire funny covid wear mask vaccinated eligible provaxx antivaxx getvaccinated blacknurse blacknurses masksrequired,0.15384615384615385,0.0
232,395,7.01e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1012,266900,188,https://www.tiktok.com/@nurse_nya/video/7006902112554585350,0.327,0.673,0.0,0,blacknurses vaccinemandate ignoranceisachoice deltavariant provaxx antimasker antivaxx nursesoftikok,0.0,0.0
233,396,7.01e+18,hotvickkrishna,876,203600,2503,https://www.tiktok.com/@hotvickkrishna/video/7010096344475962629,0.0,0.769,0.231,0,anticup antivaxxer logic fyp antivaxx comedy skit ghost vaccine antivaxxer covid cup balls,0.08333333333333333,0.0
234,397,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1877,315200,309,https://www.tiktok.com/@nurse_nya/video/6998655714700905734,0.34,0.66,0.0,0,madisonprince blacknurse covidisrealstaysafe covidisnojoke provaxx antivaxx covidisreal deltavariant nursesoftikok covidvaccine,0.0,0.0
235,398,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,2176,422200,596,https://www.tiktok.com/@nurse_nya/video/7001975707551288582,0.408,0.592,0.0,0,provaxx covidisrealstaysafe covidisreal covidvaccine covidisnojoke nursestiktok nursesoftikok deltavariant antivaxx,0.0,0.0
236,399,6.81e+18,Stupid.ratgirl,88,220400,46,https://www.tiktok.com/@fishtacoe/video/6810035152874507525,0.327,0.673,0.0,0,weird experiences living sweet antivaxx antivaxxer antivaxxmom,0.14285714285714285,0.0
237,400,7e+18,maddie,837,377600,304,https://www.tiktok.com/@420funny/video/6995676066081737989,0.172,0.662,0.166,0,hey guess runs fda fyp vaccine getvaccinated fda government antivaxx,0.3333333333333333,0.0
238,401,7e+18,Jeff Harry,1875,314800,2481,https://www.tiktok.com/@jeffharryplays/video/6998179949924371718,0.0,1.0,0.0,0,stitch drsiyabmd ready help kid deal trauma year covid school kids antimask antivaxx masksinschool,0.42857142857142855,0.0
239,402,6.96e+18,MostlyMature,1282,198600,497,https://www.tiktok.com/@mostlymature/video/6963799055847705862,0.0,0.784,0.216,0,wtf syringe covididiot antivaxx covid gross,0.0,0.0
240,403,6.99e+18,Vision Video 🎃 Goth Rock Band,1769,152100,1350,https://www.tiktok.com/@visionvideoband/video/6993497896456867078,0.0,0.796,0.204,0,paramedic firefighter covid antivaxx conservative,0.2,0.0
241,404,7.01e+18,nochampagnepapi,1143,349900,3457,https://www.tiktok.com/@nochampagnepapi/video/7010056841455504645,0.0,1.0,0.0,0,texas canada calgary yyc jokes canada comedian antivaxxers antivaxx comedy strictlybelovedpodcast covid alberta,0.16666666666666666,0.0
242,405,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,800,316500,89,https://www.tiktok.com/@nurse_nya/video/6996857990129257733,0.0,1.0,0.0,0,reply willpooi covidvaccine antivaxx provaxx nursesoftikok blacknurses covidisreal covidisnojoke ignoranceisachoice,0.0,0.0
243,406,7.02e+18,Shakespeare’s Illegitimate Son,2277,250900,2602,https://www.tiktok.com/@writing_10/video/7015592391461702917,0.0,1.0,0.0,0,tipping point freedom usa trump antivaxx antimask covid vaccine masks gop pandemic mandate biden congress,0.4,0.0
244,407,7e+18,Emily CRNA,431,644200,3180,https://www.tiktok.com/@emily_crna/video/7000128553547320582,0.0,1.0,0.0,0,oils arent essential thing oxygen f aapproval getthevaccineplease antivaxx,0.3333333333333333,0.0
245,408,7.03e+18,Corey Ryan Forrester,1877,370400,2853,https://www.tiktok.com/@coreyrforrester/video/7027558612931284230,0.0,0.694,0.306,1,fyp foryou foryoupage vaccine aaronrodgers comedy football joerogan antivaxx coreyryanforrester thebuttercreamdream buttercreamdream,0.08333333333333333,0.0
246,409,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,477,262200,211,https://www.tiktok.com/@nurse_nya/video/7022379791236074758,0.0,0.503,0.497,0,okay wuhan post getvaccinated vaccinemandate antivaxx antimask masksarenotpolitical accountability covidisreal unprofessional notsmart,0.08333333333333333,0.0
247,410,7e+18,Nat,116,280100,788,https://www.tiktok.com/@nat.arcos/video/7000730583798140165,0.0,1.0,0.0,1,reply worldsokaitest bro fucking gold antivaxx fight freedom finding new job bestie,0.16666666666666666,0.0
248,411,7e+18,Mel,735,333700,932,https://www.tiktok.com/@melodystanfordmartin/video/7001313201837116678,0.0,1.0,0.0,0,article march weird right covid vaccine antivaxx pfizer moderna healthcare cyberwar,0.36363636363636365,0.0
249,412,6.99e+18,Dinner at the McGills’,1569,467200,2514,https://www.tiktok.com/@dinneratthemcgills/video/6988584749598084357,0.0,0.233,0.767,0,truly impacted heartbreaking alberta antivaxx provax wearamask,0.0,0.0
250,413,7.03e+18,Kathleen Cavalaro,2163,223500,742,https://www.tiktok.com/@kathleencavalaro/video/7025327545772133678,0.0,0.766,0.234,0,trying visit husband hospital harassed mask trumpsters vaccine antivaxx bioweapons halloween bestcostume,0.4166666666666667,0.0
251,414,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,3127,474900,1791,https://www.tiktok.com/@nurse_nya/video/6999782038416919813,0.309,0.691,0.0,0,survival fittest deltavariant covidisrealstaysafe covidisreal antivaxx provaxx ivermectin nursesoftikok covidvaccine covidisnojoke,0.0,0.0
252,415,7e+18,Shannon Thurston,565,299200,1967,https://www.tiktok.com/@shannon_e_thurston/video/7001999702807874821,0.0,1.0,0.0,0,vaccine groupproject mask covid antivaxx america talk curly smartfood club freedom,0.36363636363636365,0.0
253,416,7.01e+18,A.K.A Bruce Wayne,658,298200,3528,https://www.tiktok.com/@brucewayneinsac/video/7014007462839848198,0.0,1.0,0.0,0,rachelmaddow msnbc progressive fdt congress senate potus usnews uspolitics trumpism tiktokpolitics fyp potus biden ivermectin fdt snl congress jan covid vaccine antivaxx lgbtq blm trump obama lmao funnynews aoc mtg gaetz jimjordan trumplikkans usa election diaperdon senate tx progressive congress weekendupdate petedavidson michealche saturdaynightlive lol funnynews rogerstone funnypolitics swingers comedy trumpisms ny,0.2,0.0
254,417,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1750,333400,369,https://www.tiktok.com/@nurse_nya/video/6997901290172878086,0.0,0.568,0.432,0,deltavariant covidisrealstaysafe covidisnojoke covidisreal covidvaccine provaxx blacknurse nursesoftikok antivaxx,0.0,0.0
255,418,7.01e+18,mwenyejikazi,1040,279500,2518,https://www.tiktok.com/@mwenyejikazi/video/7005635356624194821,0.0,1.0,0.0,0,cinderella movie fyp blacklivesmatter covidvaccine covidvaccine ivermectin antivaxx usa republican womensrights,0.1,0.0
256,419,6.99e+18,Jake Larson,947,234800,394,https://www.tiktok.com/@jakelarson25/video/6992919837756394758,0.0,1.0,0.0,0,arent tougher covid arent special damn vaccine people covid antivaxx antivirus cnalife,0.3,0.0
257,421,7.01e+18,Ashley Sweet,2230,260300,1155,https://www.tiktok.com/@ashleyasweet/video/7005685316505980166,0.0,1.0,0.0,1,opinion anti vaxx covid vaxx antivaxx vaccine virus sick corona provaxx provaccine flu cold comeforme idc fyp,0.25,0.0
258,422,7e+18,Nurse Tough Love,967,171500,226,https://www.tiktok.com/@nurse_toughlove/video/6995175496933838086,0.0,1.0,0.0,0,try involved people called respond like decent human hcw antivaxx covid delta vaccine,0.23076923076923078,0.0
259,424,6.99e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,171,538200,327,https://www.tiktok.com/@nurse_nya/video/6991218246506597638,0.0,1.0,0.0,0,travel nursing right antivaxx covidvaccine covidisrealpeople travelnurses travelnursemoney travelnurselife,0.1111111111111111,0.0
260,425,7e+18,Mitch Carter,4399,113000,2407,https://www.tiktok.com/@liv2b_gr8/video/6996551176162495749,0.167,0.833,0.0,0,c aduets livbgr style snap covid covid antivaxx blacktiktok blacklivesmatter vaccine h p radical reuse perfect marc jacobs,0.058823529411764705,0.0
261,426,7e+18,criqueta,1438,301900,768,https://www.tiktok.com/@criqueta/video/6997870024144719109,0.0,1.0,0.0,0,reallywtf getvaxxed vaccine eat fresh refresh c aduets style snap antivaxx,0.09090909090909091,0.0
262,427,7e+18,aliya,478,268700,256,https://www.tiktok.com/@aleeyerrr/video/6995605884604828933,0.0,1.0,0.0,0,lady wreaking havoc lmaoo goodluckcharlie leighallynbaker antivaxx antimask fyp,0.1111111111111111,0.0
263,428,6.91e+18,thesciencemindcollec,327,192200,202,https://www.tiktok.com/@tsm_collective/video/6913199287039970562,0.231,0.769,0.0,0,b injection vs ingestion comments antivaxx provaxx vaccinesaresafe vaccineswork welcome rare aesthetic,0.16666666666666666,0.0
264,429,7.02e+18,TL Duryea,1363,271700,438,https://www.tiktok.com/@tduryea/video/7024183367910345990,0.0,1.0,0.0,0,jacindaardern covid vaccine antivaxx getvaccinated newzealand womenleaders fyp sams club scan,0.18181818181818182,0.0
265,430,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,1149,207200,163,https://www.tiktok.com/@nurse_nya/video/7016093402408275205,0.153,0.621,0.226,0,shake lady deltavariant blacknurse blacknurses misinformationkills antivaxx vaccinemandate compassionfatigue vaccineswork covidisrealstaysafe provaxx vaccinecheck covidisreal,0.07142857142857142,0.0
266,431,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,798,438900,314,https://www.tiktok.com/@nurse_nya/video/6997512393089682694,0.0,1.0,0.0,0,blacknurse provaxx nursesoftikok covidvaccine antivaxx covidisreal covidisnojoke covidisrealstaysafe deltavariant blacknurses,0.0,0.0
267,432,7e+18,Gidon & Julie,2310,143100,464,https://www.tiktok.com/@thetrueadventures/video/6997812762806062337,0.14,0.382,0.478,0,reply manyakkaka holocaustsurvivor responds antivaxx comparisons foryoupage ijustcant sorrynotsorry truthhurts holocaust,0.0,0.0
268,433,6.69e+18,💕😚 emme ✨🪴,370,133600,269,https://www.tiktok.com/@bobabubble/video/6691609511800605958,0.0,1.0,0.0,0,got vaccinated antivaxx vaccines helicopterparents foryou,0.3333333333333333,0.0
269,434,6.73e+18,Mac,59,203000,840,https://www.tiktok.com/@averagemac/video/6726002441214496005,0.134,0.704,0.162,0,tik tok doesnt want people content apparently foryou fyp foryoupage antivaxx,0.2727272727272727,0.0
270,435,7e+18,Cam Streeter,689,559600,5512,https://www.tiktok.com/@cameronstreeter/video/7003986326714404097,0.0,1.0,0.0,0,robbo antivaxxer comedy robbo fyp viral antivaxx mullet covid party funny melbournelockdown fisher foryoupage,0.15384615384615385,0.0
271,437,7.02e+18,Kayla & B,6608,206000,79,https://www.tiktok.com/@kaylaandblakley/video/7017504686383189253,0.0,1.0,0.0,1,reply rcj miss racist im mixed racism prolife antivaxx,0.1111111111111111,0.0
272,438,6.99e+18,Savage Side-Eye 👀🤨,2780,148000,1482,https://www.tiktok.com/@make_that_make_sense/video/6988521229951061253,0.25,0.75,0.0,1,thing irritatingly ridiculous antivaxx antimask freethinker shutupalready joebiden kamalaharris msm clownpolitics fyp,0.0,0.0
273,439,7.01e+18,charlie ʕ·ᴥ·ʔ,236,155900,359,https://www.tiktok.com/@toskami/video/7007903323655376134,0.0,1.0,0.0,0,pray lolz vaccine covid antivaxx covidmandates,0.3333333333333333,0.0
274,440,7e+18,Cubbiefan,7134,270400,576,https://www.tiktok.com/@cubbienation24/video/7000218057427766534,0.0,1.0,0.0,1,greenscreen jeffspicol hollywood seanpenn robertdinero vaccine unvaccinated antivaxx vax mask maskoff teacher wins fyp,0.14285714285714285,0.0
275,441,7e+18,Gayana Chuklansev,2557,231500,2186,https://www.tiktok.com/@ohitsgayana/video/6995358234051628294,0.0,1.0,0.0,0,vaccine antivaxx vaxed sync mi nurse nurselife scrubs hospital,0.3333333333333333,0.0
276,442,7.03e+18,S.H. MD,1357,230100,2753,https://www.tiktok.com/@internalmeddoctor/video/7027850377160805678,0.0,0.601,0.399,0,covid covid pfizer covidvaccine parents kids antivaxx sunday fyp foryoupage doctor adulting parenting dance camila,0.21428571428571427,0.0
277,443,7.02e+18,News.com.au,6905,587500,2935,https://www.tiktok.com/@news.com.au/video/7017021706778758401,0.293,0.5,0.207,1,looks like shes deleted account torrent backlash fyp samfrost thebachelor homeandaway jasminedelaney unvaccinated vaccinated antivaxx covid australia,0.11764705882352941,0.0
278,444,7e+18,Tisha Welday,5142,264300,929,https://www.tiktok.com/@thisoldclintonvillehouse/video/7003412512586665221,0.0,1.0,0.0,0,want enjoy glass wine kind people trying jobs crazytalk angryman antivaxx tempertantrum,0.3333333333333333,0.0
279,445,7.03e+18,Claire_Training,0,404200,2490,https://www.tiktok.com/@claire_training/video/7028940639353982213,0.0,1.0,0.0,0,antivaxx vaccinated,0.5,0.0
280,446,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,822,110000,156,https://www.tiktok.com/@nurse_nya/video/7001623998354214149,0.0,1.0,0.0,0,nmartell sorry im mood lol nursestiktok nursesoftikok girlsgonewild deltavariant antivaxx,0.0,0.0
281,447,7e+18,Nurse Tough Love,1436,122700,268,https://www.tiktok.com/@nurse_toughlove/video/6998962088618052869,0.248,0.752,0.0,0,videos control nurse rn mandate vaccine antivaxx fyp,0.375,0.0
282,448,7e+18,Natalie,1556,123900,795,https://www.tiktok.com/@nkells/video/6995392973622021382,0.0,1.0,0.0,0,greenscreen covid pandemic disinformation vaccineswork delta coviddeniers fyp foryou adhd asd neurodivergent antivaxx antimask,0.07142857142857142,0.0
283,449,7.02e+18,Jessica Irwin228,676,157200,814,https://www.tiktok.com/@therealjessirwin/video/7015427896097524997,0.393,0.427,0.179,0,moron rally kelowna antivaxx moron dontbeadouche getthejab jaymieklekta,0.0,0.0
284,450,7e+18,Natalie,875,138800,223,https://www.tiktok.com/@natalie.misfitmama/video/7000006670961167621,0.0,1.0,0.0,0,repost widow organdonor covid antivaxx zero sympathy organs ffs letthem deworm idgaf,0.08333333333333333,0.0
285,451,7e+18,ThatPsychNP,2976,143200,1387,https://www.tiktok.com/@thatpsychnp/video/6998366191387462918,0.0,1.0,0.0,0,greenscreenvideo socialistlyawkward hypothesis eat fresh refresh jif rap challenge covid vaccine antivaxx mask nurse covid fyp,0.2,0.0
286,452,7e+18,MagicMattt,1670,326400,1962,https://www.tiktok.com/@magcmatt/video/7000137957030022405,0.0,1.0,0.0,0,antivaxxers rant provax poke jab think education antivaxx,0.0,0.0
287,453,7.01e+18,Gypsi Moon,1458,104000,1243,https://www.tiktok.com/@gypsi_moon_soulfire/video/7009258921856748806,0.0,1.0,0.0,0,reply tinajohnston fyp hydrogenperoxide covidiots antimask antivaxx antiscience,0.0,0.0
288,454,6.69e+18,UwU,222,266000,2030,https://www.tiktok.com/@smileforkiki/video/6685052832451661061,0.0,1.0,0.0,0,pls dont shadowban tiktok meme foryou fyp foryoupage funny antivaxx ineedjesus,0.09090909090909091,0.0
289,455,7e+18,Nurse Tough Love,1042,135000,85,https://www.tiktok.com/@nurse_toughlove/video/7003012961010814213,0.0,1.0,0.0,0,embarrassing badnurse ponytail antivaxx warrior fyp,0.0,0.0
290,456,7.01e+18,Isaac Compton,546,186100,1660,https://www.tiktok.com/@isaac.compton2.0/video/7011305346631306497,0.0,1.0,0.0,0,pub fyp fyp australia vaccine nsw lockdown pub borat viral antivaxx greenscreen sorrynotsorry foryoupage,0.3333333333333333,0.0
291,457,7e+18,𝕷𝖊𝖑𝖊👳🏾‍♂️,1157,233700,1353,https://www.tiktok.com/@official.kinglelez/video/7002108270596869377,0.0,1.0,0.0,0,joke fyp vaccine foryoupage xycba antivaxx,0.3333333333333333,0.0
292,458,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,872,164400,189,https://www.tiktok.com/@nurse_nya/video/7019750106538773765,0.417,0.583,0.0,0,covidisrealstaysafe covidisreal covidisnojoke vaccinemandate accountability unprofessional vaccineswork misinformationkills blacknurses blacknurse patientcare antivaxx provaxx publicinformation,0.0,0.0
293,459,6.99e+18,chatty_g4mer,697,560100,283,https://www.tiktok.com/@chatty_g4mer/video/6992606634618998022,0.113,0.733,0.153,0,kicking hornets nest antivaxx prochoice thatwasntforyou,0.16666666666666666,0.0
294,460,7e+18,Jaime Raul Zepeda,1203,121400,868,https://www.tiktok.com/@jaimeraulzepeda/video/6995954541929827589,0.0,1.0,0.0,0,happens single day provax protectourchildren covid antimask antivaxx parentsoftiktok,0.1111111111111111,0.0
295,461,6.99e+18,Nurse Tough Love,1634,124500,294,https://www.tiktok.com/@nurse_toughlove/video/6991491557425810694,0.0,1.0,0.0,0,embarrassing im embarrassed field ridiculous vaccine nurse antivaxx findanewjob fyp,0.2,0.0
296,462,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,780,122300,76,https://www.tiktok.com/@nurse_nya/video/7004498317262474502,0.0,1.0,0.0,0,stitch antivaxx covidisreal covidisrealstaysafe covidvaccine covidisnojoke deltavariant nursesoftikok provaxx,0.0,0.0
297,463,7.01e+18,IrishOrion.82,993,281600,110,https://www.tiktok.com/@therealirishorion/video/7005703573178682629,0.248,0.752,0.0,0,reply matt biden irishorion profanepatriot lifeisgooddance oops antivaxx covid liberal leftist republican,0.16666666666666666,0.0
298,464,6.91e+18,mr.liusal,955,271000,1629,https://www.tiktok.com/@mr.liusal/video/6911651835526892806,0.0,1.0,0.0,0,feel greenscreenvideo china wuhan covid vaccine virus antivaxx,0.375,0.0
299,465,6.94e+18,Rose,1204,183600,38,https://www.tiktok.com/@enigmaticrose4/video/6939293869204884742,0.0,1.0,0.0,0,happened recent lovevery vid comingupfern blockedbycomingupfern gentleparenting montessori antivaxx provax proscience cutebaby,0.0,0.0
300,466,7e+18,Rachel,2680,131100,1034,https://www.tiktok.com/@raekab1989/video/6998535303325601030,0.0,1.0,0.0,0,misinformation misinformationkills vaccinated unvaccinated covid delta vaccine getvaccinatedyall liberal antivaxx liberaltiktok fyp vax,0.23076923076923078,0.0
301,467,6.99e+18,Chris Davies,2167,280000,288,https://www.tiktok.com/@chrisdavies50/video/6988553123216231685,0.202,0.798,0.0,0,disappointing fyp fyp foryou foryoupage xyzbca trending trend viral antivaxx covid covid vaccine savelives nhs proudnurse,0.14285714285714285,0.0
302,468,6.99e+18,Stephanie,283,352100,577,https://www.tiktok.com/@_latersgal/video/6992742530307722501,0.0,1.0,0.0,1,keepyourvaccine conservative mybodymychoice antivaxx jet puffed smourth making cut,0.0,0.0
303,469,7.01e+18,ELDER,1131,168600,700,https://www.tiktok.com/@theopendebate/video/7005591034000346374,0.0,1.0,0.0,1,greenscreen youre welcome thejabcovidcovidprovaxxantivaxxconspiraciesconspiracytheorywakeup,0.0,0.0
304,470,6.99e+18,Celebrity Kid,438,68500,88,https://www.tiktok.com/@celebritykid/video/6992913621844020486,0.248,0.752,0.0,0,expect lol leaveourkidsalone wellplayed genz vaccine vaccinate antivaxx twitter trending lmao,0.2727272727272727,0.0
305,471,7e+18,MagicMattt,796,418400,812,https://www.tiktok.com/@magcmatt/video/7003520007107874054,0.22,0.78,0.0,0,effects flu shot poke provax jab magcmatt antivaxx flu sideeffects scam,0.3,0.0
306,472,7e+18,Katie,1069,293500,99,https://www.tiktok.com/@katie.kat95/video/6996820413053422853,0.0,1.0,0.0,1,antivaxx conservative constitution fyp patriot antimask anticommunist thatsfine try republican vax truestory comegetit gotyour biden,0.13333333333333333,0.0
307,473,7.02e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,387,107100,92,https://www.tiktok.com/@nurse_nya/video/7017574224340487429,0.0,1.0,0.0,0,reply futurecorpse vaccinemandate accountability vaccineswork phlebotomist unprofessional misinformationkills tiktoknurses blacknurse blacknurses antivaxx covidcheck,0.0,0.0
308,474,7e+18,TikTok's Nurse Nya 👩🏾‍⚕️🩺,737,96600,102,https://www.tiktok.com/@nurse_nya/video/6998326980529720582,0.146,0.696,0.158,0,blacknurses covidisrealstaysafe covidisnojoke provaxx antivaxx covidisreal deltavariant nursesoftikok covidvaccine,0.0,0.0
309,475,7.01e+18,AskDrMom,1351,260100,454,https://www.tiktok.com/@askdrmom/video/7006121969875832069,0.0,1.0,0.0,0,pfizer covid antivaxx kids doctor fyp,0.3333333333333333,0.0
310,476,7e+18,DJ Klapstol,456,353000,3404,https://www.tiktok.com/@djklapstol/video/6997444042690727174,0.175,0.515,0.309,0,antivaxx,0.0,0.0
311,477,6.99e+18,RealNotSoPureMichigan,1443,526600,12000,https://www.tiktok.com/@realnotsopuremichigan/video/6993021067136650501,0.0,1.0,0.0,1,antivaxxer psa puremichigan fyp foryoupage fypage antivaxx michigan spoof parody commercial comedy detroit notsopuremichigan foryou,0.0,0.0
312,478,6.93e+18,Rachel Cain,288,111500,179,https://www.tiktok.com/@iblamebill/video/6930016576435522822,0.0,1.0,0.0,0,antivaccine antivaxx antivaxxer skeptic skepticthinker covid covid changeminds vaccine covidvaccine foryou foryoupage fyp cult,0.15384615384615385,0.0
313,479,7.02e+18,Dies from Antivaxx Cringe,1386,209200,204,https://www.tiktok.com/@dies_from_antivaxxcringe/video/7022351440366570757,0.147,0.579,0.274,1,diesfromantivaxxcringe diesfromcringe antivaxx fyp foryou,0.0,0.0
314,480,6.91e+18,Dani Colucci,33300,24100000,215000,https://www.tiktok.com/@dcol/video/6911061328174107909,0.633,0.367,0.0,0,mom got vac mom vaccine,0.25,0.0
315,481,6.92e+18,Saramelcounty,52100,37800000,491100,https://www.tiktok.com/@sayrahwyte/video/6915699826512514309,0.0,1.0,0.0,1,join challenge vaccine covid trending viral follow tiktok fyp meme family,0.36363636363636365,0.0
316,482,6.91e+18,Peter & Jaycee,61300,60000000,88000,https://www.tiktok.com/@vet_techs_pj/video/6906352324315204870,0.0,0.585,0.415,0,covid vaccine microchip didyouknow,0.5,0.0
317,483,6.95e+18,The Old Gays,28000,13300000,117600,https://www.tiktok.com/@oldgays/video/6952214370755611909,0.0,1.0,0.0,0,boomers got vax oldgays boomer vaccine fyp lgbtq,0.125,0.0
318,484,6.99e+18,fhersoberanes,38500,20700000,136500,https://www.tiktok.com/@fhersoberanes/video/6990534805351910661,0.0,0.769,0.231,0,agujas ahorradoras ohno covid vaccination vaccine vacuna storyofmylife whyme porqueami lahistoriademivida,0.18181818181818182,0.0
319,485,6.96e+18,Eric Ryan,24400,26600000,837600,https://www.tiktok.com/@ericryanericryan/video/6955324892459928837,0.0,1.0,0.0,1,covidvaccine vaccine skit jandj pfizervaccine sideeffectsmayinclude neighbors millenials,0.125,0.0
320,486,6.95e+18,hotvickkrishna,16700,13300000,148300,https://www.tiktok.com/@hotvickkrishna/video/6946300405756349702,0.0,0.815,0.185,1,need doses mrna vaccine fyp vaccine mrna pfizer moderna science skit covid covidvaccine learnontiktok,0.4166666666666667,0.0
321,487,6.95e+18,Gerald Dudley,19100,9200000,17700,https://www.tiktok.com/@gerladdudely/video/6946637820916223238,0.217,0.658,0.125,0,tiktok honor shot pfizer vaccine shots friends,0.7142857142857143,0.0
322,488,7e+18,Gianmarco Soresi,30500,10700000,111600,https://www.tiktok.com/@gianmarcosoresi/video/6995923013375921414,0.168,0.586,0.246,0,solved guys covid vaccine democrat republican usa biden joke standup comedy fyp,0.3333333333333333,0.0
323,489,6.94e+18,DALLEN,30000,14100000,25400,https://www.tiktok.com/@redfoxatl/video/6943859189689224454,0.145,0.855,0.0,0,shut dal cristianvisoso vaccine vaccinecoronavirus,0.4,0.0
324,490,6.87e+18,Siphora Bangiyeva,7415,8400000,16000,https://www.tiktok.com/@babynoahg02/video/6865844081021455621,0.275,0.459,0.266,0,baby noah shows softer fyp momsoftiktok babiesoftiktok vaccine vaccinateyourkids cutebaby bestdoctor monthsold solution,0.23076923076923078,0.0
325,491,7e+18,Bader Al Safar,35400,14800000,40000,https://www.tiktok.com/@baderalsafar/video/7003301251806924038,0.0,1.0,0.0,1,youre didnt vaccinated foryoupage baderalsafar vaccine fyp foryou supreme nerfgun,0.3,0.0
326,492,7.01e+18,Miss Evita Loca,7800,7000000,33300,https://www.tiktok.com/@missevitaloca/video/7009449889231064326,0.0,0.656,0.344,0,stitch jacob rtt theyve seen lady lady rupaul boys elevator guys hotguys drag covid safety vaccine gay fyp,0.23529411764705882,0.0
327,493,6.84e+18,Siphora Bangiyeva,14400,8600000,68800,https://www.tiktok.com/@babynoahg02/video/6837575147373743365,0.0,0.804,0.196,0,vaccine months vaccines babiesoftiktok cutebaby fyp foryou foryourpage momsoftiktok nocry bestdoctor solution,0.3333333333333333,0.0
328,494,6.97e+18,Diego Alamillo,2908,13300000,12900,https://www.tiktok.com/@_diegoalamillo_/video/6965299890096262405,0.0,1.0,0.0,0,ustedes que har vaccine comedia humor viral,0.2857142857142857,0.0
329,495,6.96e+18,P A S H A,12200,11900000,168700,https://www.tiktok.com/@havpash/video/6959198200418864389,0.0,1.0,0.0,0,copiesarab vaccine coronatime usa sverige foryou komedi comedy funny f fy fyp u f rdig humor viral,0.125,0.0
